Dept,Q_2010,Q_2011,Q_2012,Quarter,Store
93,495439.43,849379.3800000001,933736.98,1,2
93,847690.89,913253.84,996334.0600000002,2,2
93,836001.32,959148.24,1004406.3200000001,3,2
93,986699.9400000001,958388.65,312743.67,4,2
94,564415.64,827214.5499999999,900160.8999999999,1,2
94,954192.3,973377.0699999998,982606.5800000001,2,2
94,900955.0600000002,980634.81,942116.3,3,2
94,867972.05,829445.96,289578.95,4,2
95,1110042.63,1630343.7900000003,1783025.17,1,2
95,1979281.53,1823010.57,1982884.7999999998,2,2
95,1937781.29,2025988.2,1970530.5500000005,3,2
95,1935317.64,1772806.73,582178.6199999999,4,2
96,235909.58,356942.37,399613.9099999999,1,2
96,464948.82,435946.8500000001,517163.63999999996,2,2
96,466175.75999999995,475107.94000000006,486248.08999999997,3,2
96,501763.30999999994,419021.92000000004,148783.94,4,2
97,307106.05999999994,478247.51000000007,519831.28,1,2
97,517596.1,531946.0,541349.1299999999,2,2
97,533007.02,578403.17,540385.14,3,2
97,575876.8800000001,524101.87000000005,171850.02,4,2
98,122885.85,162124.62000000002,172756.89,1,2
98,196122.60000000003,176872.05999999997,174410.78,2,2
98,170150.55,175995.35999999996,165469.03,3,2
98,229013.04999999996,202077.81,59183.72,4,2
99,0.0,530.0,3170.0,1,2
99,22.64,265.0,1381.1799999999998,2,2
99,0.0,840.0,320.85,3,2
99,-147.0,12960.0,645.0,4,2
1,55563.86,86246.95999999999,121663.56,1,3
1,74099.81999999999,88608.89000000001,104445.61999999998,2,3
1,57637.06999999999,74791.0,96025.41000000002,3,3
1,117893.11,127991.09,43026.42,4,3
2,123708.4,194208.69999999998,240420.6,1,3
2,196858.88999999996,207832.63,251804.44,2,3
2,193902.67000000004,239045.33000000007,249576.20000000004,3,3
2,209910.24000000002,223723.27,77382.55,4,3
3,33977.759999999995,51715.97,66780.36,1,3
3,42870.78,48700.049999999996,64209.18,2,3
3,95278.56999999999,118111.54000000001,129700.31,3,3
3,56252.57,59876.99,20355.93,4,3
4,62247.57999999999,100806.83,117269.39000000001,1,3
4,99028.94,101813.94999999998,120148.11000000002,2,3
4,101453.85,115612.55000000002,122027.26000000001,3,3
4,114219.17,114040.6,37420.44,4,3
5,90371.82,132016.32,191431.8,1,3
5,99549.86000000002,108393.12999999998,166432.78000000003,2,3
5,78812.01,126043.02,168320.0,3,3
5,209692.59000000003,241979.73000000004,59394.36,4,3
6,16740.89,24833.19,21631.01,1,3
6,23849.04,21543.149999999998,24679.260000000006,2,3
6,16847.67,21760.11,21361.45,3,3
6,48471.61,39070.63,6986.880000000001,4,3
7,65196.82,90513.69,108000.18999999999,1,3
7,105901.67000000001,123118.97,136464.83,2,3
7,90068.99,110017.59000000001,115418.30999999998,3,3
7,232496.0,218323.79,40820.0,4,3
8,69218.81,99986.51000000001,115493.86,1,3
8,109189.45999999998,105793.32,118385.13,2,3
8,99173.55,106996.41,110545.88,3,3
8,112108.96,106809.98,34664.479999999996,4,3
9,46672.009999999995,90008.47,126729.56999999999,1,3
9,86692.49,97441.49,142636.66,2,3
9,87538.00000000001,124982.3,151353.26,3,3
9,143049.0,150249.34,48514.509999999995,4,3
10,79291.91,118049.47,169425.62,1,3
10,108244.39,132882.95,174034.22999999998,2,3
10,115654.71,158963.25999999998,172008.18,3,3
10,127340.06000000003,145944.59,52848.64,4,3
11,42084.829999999994,73056.17000000001,103200.59,1,3
11,103938.17,159884.18999999997,208511.86000000004,2,3
11,81084.01000000001,116275.72999999998,122933.43,3,3
11,93544.12999999999,113599.87999999999,36701.72,4,3
12,20530.41,25034.72,32257.950000000004,1,3
12,30575.019999999997,33479.76,35104.810000000005,2,3
12,28383.239999999998,32558.120000000006,36789.71000000001,3,3
12,29210.920000000002,27012.600000000002,9917.970000000001,4,3
13,86682.44,133754.44,155971.49999999997,1,3
13,144444.69,139286.55,163148.07,2,3
13,145203.0,155575.02,156132.81,3,3
13,157634.26,135945.88,51139.16,4,3
14,37049.93,52167.58000000001,64057.03999999999,1,3
14,49092.55,46298.68000000001,62967.8,2,3
14,52590.67,54481.77999999999,62025.009999999995,3,3
14,84501.81,77476.4,18901.56,4,3
16,68573.68000000001,78522.54,132760.06,1,3
16,150009.87,141018.26999999996,180849.83,2,3
16,91084.65999999997,97463.18000000002,89024.72000000002,3,3
16,42780.159999999996,38268.62,15278.68,4,3
17,25254.48,32794.02999999999,36081.270000000004,1,3
17,30852.620000000003,31571.92,31065.84,2,3
17,31906.19,31093.31,32695.25,3,3
17,41876.16,40233.310000000005,11266.17,4,3
18,19471.68,12105.580000000002,23110.159999999996,1,3
18,13070.63,9332.479999999998,5962.83,2,3
18,2897.2,3825.27,4539.43,3,3
18,120164.57,110626.76,15371.349999999999,4,3
19,8139.01,12055.079999999998,6773.39,1,3
19,9415.800000000001,5040.4400000000005,7382.46,2,3
19,10029.91,11889.28,8010.73,3,3
19,13497.489999999998,9656.17,2688.02,4,3
20,11714.52,15997.43,30224.489999999998,1,3
20,20001.829999999998,21422.57,28091.059999999998,2,3
20,16449.899999999998,20482.49,27066.219999999998,3,3
20,19105.82,22371.32,7626.84,4,3
21,9562.07,13195.890000000001,17080.27,1,3
21,14118.960000000001,14530.43,18792.980000000003,2,3
21,14116.57,17040.97,17584.280000000002,3,3
21,17294.089999999997,19097.529999999995,5553.700000000001,4,3
22,25825.08,35986.310000000005,51527.38,1,3
22,25818.13,29238.969999999998,42323.270000000004,2,3
22,28904.66,37774.65,50233.89,3,3
22,47876.85999999999,50449.649999999994,17594.24,4,3
23,67090.76999999999,109765.74000000002,146995.18,1,3
23,106054.33,136041.92,186066.28000000003,2,3
23,100171.65000000001,145322.63,170666.68999999997,3,3
23,149179.21,183541.94,59709.86,4,3
24,18398.01,30160.15,33829.04,1,3
24,22673.690000000002,27143.920000000002,28216.12,2,3
24,35568.76999999999,49930.76000000001,49507.66999999999,3,3
24,37653.079999999994,51090.25000000001,11027.25,4,3
25,33400.0,43612.71,63751.45,1,3
25,52610.37,57213.48000000001,70869.25,2,3
25,39915.53999999999,55595.95,58418.689999999995,3,3
25,49492.01000000001,65343.7,19020.91,4,3
26,29435.070000000007,30070.42,39958.36,1,3
26,33723.8,30005.989999999998,33808.759999999995,2,3
26,27911.010000000002,31712.740000000005,27475.479999999996,3,3
26,58070.5,52457.64,12927.5,4,3
27,5261.25,7234.270000000001,7611.169999999999,1,3
27,4483.5,4109.360000000001,5767.28,2,3
27,6093.340000000001,4678.22,5964.78,3,3
27,10398.5,7949.35,1976.67,4,3
28,1835.7700000000002,2681.75,2535.78,1,3
28,2166.96,1694.9,1654.52,2,3
28,1567.6,1402.22,1174.27,3,3
28,3598.0,2955.4900000000002,595.1600000000001,4,3
29,12976.44,17869.440000000002,18023.570000000003,1,3
29,20422.379999999997,16118.300000000001,16319.250000000002,2,3
29,20644.640000000003,16157.96,18789.11,3,3
29,29498.379999999997,25451.050000000003,4718.26,4,3
30,11873.420000000002,13337.46,20563.09,1,3
30,18434.079999999994,16445.66,19470.699999999997,2,3
30,13544.08,15892.779999999999,18927.84,3,3
30,10018.48,14613.87,4760.1,4,3
31,6578.56,9704.86,10531.65,1,3
31,6305.72,8363.0,8423.99,2,3
31,16588.4,14805.660000000003,16796.39,3,3
31,10925.970000000001,13207.400000000003,3390.39,4,3
32,39312.71,50250.450000000004,67228.41,1,3
32,39646.47,50909.69,65558.79,2,3
32,35811.6,40847.57,45984.6,3,3
32,73116.34999999999,87720.70000000001,17956.54,4,3
33,24261.399999999998,34225.79,42047.07,1,3
33,35322.01,33567.29,39082.75,2,3
33,38304.969999999994,44330.66,54832.11,3,3
33,48586.81999999999,53277.05000000001,13788.26,4,3
34,40119.68000000001,57759.29,67645.5,1,3
34,58905.490000000005,61002.88,75131.37000000001,2,3
34,41406.3,54634.50000000001,49152.8,3,3
34,61249.01,71169.96999999999,16723.050000000003,4,3
35,12565.0,20008.03,21428.89,1,3
35,19814.0,21180.03,20219.899999999998,2,3
35,16148.0,19369.119999999995,10301.650000000001,3,3
35,21311.0,20334.68,3143.2500000000005,4,3
36,2723.5,6640.0,2515.19,1,3
36,11253.0,13630.5,10284.0,2,3
36,8376.5,7300.48,2290.7900000000004,3,3
36,11585.0,10736.069999999998,1709.55,4,3
38,1037034.0000000001,1518943.9900000002,1225084.82,1,3
38,1587396.2499999998,1417691.52,1200026.3299999998,2,3
38,1636920.95,1427751.4200000002,1133424.51,3,3
38,1691824.45,1283725.5,369742.33,4,3
40,151038.0,236543.81,272368.97000000003,1,3
40,216625.33000000002,214774.48999999996,252639.94000000003,2,3
40,206288.90999999997,232642.51,249075.24000000002,3,3
40,245272.92,244049.16999999998,81725.19,4,3
41,4099.709999999999,7455.42,7109.710000000001,1,3
41,5129.250000000001,5026.21,4134.049999999999,2,3
41,12876.99,6741.5,5352.29,3,3
41,19317.26,12676.77,2577.82,4,3
42,29544.14,54638.250000000015,64734.05999999999,1,3
42,45252.47,58097.46,66646.72,2,3
42,50178.55,55901.04000000001,67739.81,3,3
42,60524.32,59061.83,20162.4,4,3
44,13136.260000000002,21404.62,29813.8,1,3
44,18750.649999999998,28366.46,32577.95,2,3
44,20025.010000000002,32917.78999999999,29884.309999999998,3,3
44,29891.14,36982.62,11362.45,4,3
46,44910.83,69283.01,80258.43999999999,1,3
46,68725.18000000001,78314.98,83805.32999999999,2,3
46,59553.840000000004,80219.73999999999,78163.83,3,3
46,106687.1,109714.24000000002,23997.59,4,3
49,0.0,0.0,170.25999999999996,1,3
49,0.0,0.0,289.09000000000003,2,3
49,0.0,106.91999999999999,196.01999999999995,3,3
49,0.0,142.56,44.550000000000004,4,3
51,109.10000000000001,13.36,1.92,1,3
51,78.53999999999999,18.740000000000002,24.0,2,3
52,7308.09,9940.86,12225.52,1,3
52,10080.21,11675.98,13055.83,2,3
52,10857.439999999999,13996.44,12892.59,3,3
52,14408.640000000003,16192.95,4844.25,4,3
54,1286.5,677.8,333.2,1,3
54,905.47,437.84000000000003,216.56,2,3
54,627.0,181.2,226.2,3,3
54,1095.36,410.48,191.56,4,3
55,54709.100000000006,88655.79000000001,99159.12999999999,1,3
55,65462.8,82707.44000000002,93236.97999999998,2,3
55,62579.810000000005,88972.73,95680.19000000002,3,3
55,125726.31,137318.34000000003,28775.899999999998,4,3
56,26683.89,26815.550000000003,36792.21000000001,1,3
56,34573.130000000005,35919.99,35098.979999999996,2,3
56,1846.77,6550.46,8260.92,3,3
56,7668.330000000001,7674.639999999999,1888.8000000000002,4,3
59,2254.64,1487.7099999999996,72.41,1,3
59,2913.6800000000003,476.95000000000005,72.7,2,3
59,2359.13,232.46,59.900000000000006,3,3
59,14054.87,6128.07,7.529999999999999,4,3
60,1133.4,1557.6000000000001,1610.2,1,3
60,1760.0,1847.9999999999998,1845.0,2,3
60,1795.2000000000003,2050.3999999999996,1935.0,3,3
60,1936.0000000000002,1795.2000000000005,486.0,4,3
67,15877.15,20627.16,24350.75,1,3
67,33344.1,33696.729999999996,31898.75,2,3
67,17172.520000000004,20731.210000000003,18558.019999999997,3,3
67,32597.489999999998,31324.530000000002,8893.61,4,3
71,10039.689999999999,10847.909999999998,21127.270000000004,1,3
71,8713.11,9570.44,19199.739999999998,2,3
71,10352.880000000001,14502.38,19251.489999999994,3,3
71,14142.47,16078.970000000001,3703.88,4,3
72,190264.54,259277.86,386646.69,1,3
72,167359.03,248030.34000000003,329862.69000000006,2,3
72,170356.74999999997,281351.98,342894.62,3,3
72,334390.37,438463.76000000007,111051.86,4,3
74,30275.260000000002,37121.33,49528.6,1,3
74,41000.490000000005,37125.59,49798.850000000006,2,3
74,41182.100000000006,43529.29000000001,46773.94000000001,3,3
74,45454.68000000001,45800.21,15029.05,4,3
79,62556.869999999995,94976.79,100482.37,1,3
79,89487.31999999999,92309.33,98653.67999999998,2,3
79,88898.3,98358.23,94746.26,3,3
79,95842.73999999999,88279.18000000001,29352.19,4,3
80,0.0,0.0,12.15,1,3
80,200.0,0.0,22.0,2,3
80,0.0,0.0,18.0,3,3
80,0.0,259.71,0.97,4,3
81,9291.619999999999,14419.410000000002,21441.72,1,3
81,14863.89,17422.059999999998,23522.299999999996,2,3
81,13409.59,21413.51,25204.39,3,3
81,16072.449999999997,19590.850000000006,7738.119999999999,4,3
82,42483.009999999995,77990.87999999999,92791.61999999998,1,3
82,71494.65000000001,75767.47,100654.89,2,3
82,69133.14,83065.54999999999,103345.5,3,3
82,110567.32999999999,106348.71,31117.96,4,3
83,0.0,0.0,19.33,2,3
85,6800.8099999999995,11588.46,9784.460000000001,1,3
85,14911.020000000002,13377.67,12360.109999999999,2,3
85,13245.9,10655.279999999999,7617.739999999999,3,3
85,13803.94,8954.48,1900.46,4,3
87,10236.539999999999,6673.55,16963.94,1,3
87,15759.38,7130.769999999999,17528.269999999997,2,3
87,9035.3,7060.060000000001,15667.24,3,3
87,8611.86,13565.32,6107.040000000001,4,3
90,10871.71,17199.7,22306.58,1,3
90,16931.87,20156.690000000002,22937.699999999997,2,3
90,14456.669999999998,24346.53,23069.629999999997,3,3
90,17320.71,23615.51,7013.73,4,3
91,1739.71,1436.1899999999998,3221.0599999999995,1,3
91,4857.95,3553.99,6940.5,2,3
91,3854.21,5759.28,6553.400000000001,3,3
91,2638.77,3556.9199999999996,1460.06,4,3
92,49536.44,86813.52999999998,116030.14999999998,1,3
92,74799.95999999999,83473.55000000002,114437.39,2,3
92,74940.12000000001,102012.74,119090.21,3,3
92,105921.07999999999,114971.21,40237.69,4,3
94,2930.5,3390.0,4886.23,1,3
94,5677.84,7358.08,7743.240000000001,2,3
94,1.96,113.25,94.62,3,3
94,713.9399999999999,1999.22,531.02,4,3
95,98461.93000000001,154988.65,199403.93000000002,1,3
95,198074.30999999997,207946.33,273283.95,2,3
95,189903.08,248363.41999999995,258595.20999999996,3,3
95,175871.03,177760.06999999998,68958.62999999999,4,3
96,25568.03,46322.51,41095.0,1,3
96,59165.47,50338.58,52765.6,2,3
96,52076.59,50347.84000000001,53118.51000000001,3,3
96,66706.81,46870.17,18264.11,4,3
97,1773.2799999999997,1249.74,5251.66,1,3
97,2455.68,5258.339999999999,6546.53,2,3
97,2302.31,6044.249999999999,6790.2699999999995,3,3
97,2911.79,5256.68,2240.7,4,3
98,0.0,0.68,196.48,1,3
98,0.0,5.0,157.5,2,3
98,0.0,1.38,71.0,3,3
1,313929.13,418167.36000000004,507525.64999999997,1,4
1,421818.52999999997,455501.99000000005,448340.55,2,4
1,377086.62,406208.5,405302.9900000001,3,4
1,667122.9500000001,675102.9299999999,192024.23,4,4
2,675378.61,1121968.81,1283071.6400000001,1,4
2,1064496.35,1209441.12,1294566.3399999999,2,4
2,1149610.41,1371054.8800000001,1306185.54,3,4
2,1268857.1800000002,1264807.03,380984.19,4,4
3,114677.7,175845.91,199270.53,1,4
3,139060.73,145053.32000000004,148388.43999999997,2,4
3,409068.47000000003,458816.39,496995.61,3,4
3,197224.67999999996,183361.2,51023.329999999994,4,4
4,430774.30000000005,655544.1699999999,764995.2900000002,1,4
4,675707.2000000001,702897.6800000002,773348.4699999999,2,4
4,711577.58,793560.41,766655.1899999998,3,4
4,795737.06,788674.7100000001,234814.16,4,4
5,383357.22,560545.2899999999,644993.3,1,4
5,474127.32000000007,500566.09,468734.07,2,4
5,437384.5300000001,506848.73000000004,454753.95999999996,3,4
5,1002176.91,925634.79,171459.96,4,4
6,66543.65,69272.20000000001,76894.73000000001,1,4
6,131553.33000000002,84876.25,97472.41,2,4
6,94349.51,87762.7,81868.76000000001,3,4
6,194199.89,166029.76,27751.020000000004,4,4
7,278470.23,415415.06999999995,461226.72,1,4
7,517332.74,615647.48,715574.2499999999,2,4
7,473963.0299999999,541964.44,573069.79,3,4
7,1178925.52,1286332.38,196204.0,4,4
8,534615.61,783450.16,832487.12,1,4
8,813760.66,791609.97,814541.59,2,4
8,803032.4899999999,840296.9400000001,786437.06,3,4
8,920279.0700000001,835000.48,246299.35,4,4
9,182026.83000000002,320662.91000000003,400478.41,1,4
9,385442.29000000004,507299.99999999994,584625.9700000001,2,4
9,429401.14,516027.5100000001,520763.43000000005,3,4
9,460194.18,480209.03,137383.75,4,4
10,269336.54,428395.69999999995,514515.51999999996,1,4
10,415619.12999999995,478011.9800000001,546455.65,2,4
10,437701.3,550243.52,525641.3200000001,3,4
10,489932.69,524216.6699999999,149492.41999999998,4,4
11,173816.7,317440.88,317152.31,1,4
11,350364.10000000003,407065.1500000001,394347.76999999996,2,4
11,313268.03,377726.4699999999,317197.61,3,4
11,400759.47000000003,417591.2099999999,95124.94,4,4
12,68262.37,89058.59,96381.18000000001,1,4
12,112779.65,114111.54999999999,115200.65,2,4
12,118956.39,119205.16,104289.86,3,4
12,106555.81999999999,88688.76000000001,30803.29,4,4
13,548695.68,826087.71,951950.7100000002,1,4
13,815110.1900000002,877858.0099999999,929038.4299999999,2,4
13,887378.7899999998,994302.75,965996.1500000001,3,4
13,934748.34,913440.0499999999,307685.16000000003,4,4
14,210187.48,320131.51000000007,357810.51,1,4
14,298081.18,347525.82,365534.57999999996,2,4
14,298626.69,353275.55,357035.91,3,4
14,522764.92999999993,546407.7600000001,107771.93000000001,4,4
16,116426.47,168312.66999999998,184373.99,1,4
16,544876.21,476635.31,526158.59,2,4
16,297012.0500000001,299010.74,252950.25,3,4
16,79358.17000000001,72550.31999999999,23967.11,4,4
17,151184.22999999998,202793.94999999998,207107.66,1,4
17,178210.5,187455.26,180558.9,2,4
17,198990.44999999998,217584.31999999998,204472.24000000002,3,4
17,248341.34999999998,223035.79,61935.91,4,4
18,82708.62999999999,92466.83,136338.30000000002,1,4
18,44120.85,60865.490000000005,47433.5,2,4
18,9128.16,23840.68,21193.440000000002,3,4
18,505766.82999999996,497067.08999999997,109241.63,4,4
19,28926.300000000007,41371.61,41307.37,1,4
19,37720.13,33738.71000000001,31007.410000000003,2,4
19,40875.74,37955.93,27326.97,3,4
19,58476.68,44741.5,11031.09,4,4
20,67980.85,102138.65000000001,120291.29000000001,1,4
20,107580.53000000001,114486.23000000001,127321.83,2,4
20,112455.73999999999,132746.86999999997,129649.15,3,4
20,115659.09999999999,107256.23,33460.84,4,4
21,85243.93,106729.95000000001,111040.77,1,4
21,124029.76000000001,106904.35,103283.18999999999,2,4
21,119521.57,110385.46,100597.36999999997,3,4
21,147299.00000000003,121059.00000000001,31639.71,4,4
22,143275.88,223735.77000000002,264335.9,1,4
22,152289.94999999998,177847.37,210728.32000000004,2,4
22,191101.30000000002,224943.56000000003,243481.32,3,4
22,285746.4,280239.37,74732.89,4,4
23,305737.97000000003,506427.58,558345.65,1,4
23,485905.12,577801.35,637938.0700000001,2,4
23,502887.76,627441.48,609527.2,3,4
23,763645.72,852989.21,182816.72999999998,4,4
24,77980.18000000001,109338.17,119960.60999999999,1,4
24,110727.06999999998,112822.14,124881.15,2,4
24,146513.03,173017.93,163302.92999999996,3,4
24,182257.32,189835.80000000002,44531.74,4,4
25,107641.25,169889.7,196651.84,1,4
25,196305.12,216473.04000000004,227678.44999999998,2,4
25,184571.38999999998,227401.99000000005,193931.11,3,4
25,219473.4,235367.16999999998,61242.58,4,4
26,161469.02000000002,215267.97000000003,233247.97999999998,1,4
26,201379.36000000002,212979.04000000004,230076.30000000002,2,4
26,200180.96000000005,226536.58,222225.38000000003,3,4
26,321545.18,315220.97,95326.93000000001,4,4
27,21101.29,35851.310000000005,38956.21,1,4
27,23011.25,23656.78,24830.72,2,4
27,27279.28,29643.310000000005,30096.66,3,4
27,53011.950000000004,49874.54999999999,11613.27,4,4
28,8785.25,13427.400000000001,12818.11,1,4
28,10359.2,12080.560000000003,9598.93,2,4
28,9145.42,9514.43,7464.840000000001,3,4
28,18415.47,15515.199999999999,3896.3999999999996,4,4
29,68109.6,111179.2,130860.61000000002,1,4
29,91097.29,106665.33,120618.68999999999,2,4
29,107207.62000000002,123508.8,127868.95999999999,3,4
29,151730.16999999998,176488.49000000002,39178.57,4,4
30,62496.100000000006,104240.68,98952.67,1,4
30,103245.65,110012.45999999999,102432.97,2,4
30,103112.25000000001,114605.0,93157.63,3,4
30,98960.45999999999,84559.32,22992.019999999997,4,4
31,22594.39,36583.82000000001,34042.68,1,4
31,27145.019999999997,30110.76,30960.94,2,4
31,74219.72,89346.43999999999,77390.76999999999,3,4
31,50855.79000000001,59033.75000000001,13009.810000000001,4,4
32,124333.07999999999,177474.57,186304.41999999998,1,4
32,145605.48,179913.83000000002,187366.23999999996,2,4
32,122655.87000000001,164229.84999999998,148424.57,3,4
32,235829.31999999998,245094.14999999997,39785.16,4,4
33,91367.34,123638.39,137924.26,1,4
33,127217.58,127659.12999999999,146875.61000000002,2,4
