Dept,Q_2010,Q_2011,Q_2012,Quarter,Store,Q_2013
40,688835.25,979483.0900000002,1063523.88,1,2,1132061.62856
40,1041432.47,962731.18,1023237.13,2,2,1065267.1920399992
40,979520.2,991520.85,1004610.25,3,2,970398.1128799977
40,1146705.66,981365.58,315996.57,4,2,71816.7770293734
41,12181.15,23655.5,19925.38,1,2,26738.250679999983
41,22089.43,40010.75,33263.55,2,2,37565.155840000014
41,33956.880000000005,23894.45,32469.68,3,2,27602.050839999993
41,66166.31999999999,51553.04,11521.44,4,2,2523.951456486475
42,68829.70000000001,100000.58000000002,118859.54,1,2,130074.48919999987
42,120367.86,113875.75,122006.17,2,2,126496.94988000001
42,117490.05999999998,118384.82999999994,114479.66,3,2,100193.96768000015
42,122013.09,103822.71,33816.7,4,2,7189.092330776004
44,59622.16,79115.18,86876.82,1,2,97436.53955999987
44,78109.31999999999,85661.51000000001,79373.25,2,2,81519.8975199998
44,85412.94,92841.53,94613.14,3,2,93906.10712000007
44,124030.63999999994,128018.49,42437.41,4,2,3683.764944318478
45,490.75,288.53,20.44,1,2,76.10267999999999
45,-54.02,237.74,28.380000000000006,2,2,29.394655072000003
45,453.51,0.0,43.35,3,2,66.67398991999995
45,252.5,151.57999999999996,10.47,4,2,44.9008135024762
46,233012.45,329942.07,360840.58,1,2,383215.82495999994
46,388000.86,388741.75,402735.1099999999,2,2,414792.43828000076
46,344628.37000000005,376221.7,370675.94,3,2,375823.4179600001
46,474894.39,466647.6099999999,107230.58,4,2,23109.47268036993
47,0.0,950.0,15.0,1,2,46.3937488
47,70.0,0.0,0.0,2,2,104.86460000000002
47,-463.0,0.0,128.0,3,2,99.68709797600002
48,10542.0,16449.3,19281.3,1,2,23730.144120000004
48,10184.0,8768.0,17826.98,2,2,20482.862640000007
48,12484.0,11898.0,21479.0,3,2,25992.943279999963
48,25689.78,23844.0,10364.0,4,2,2772.608372101716
49,132965.14,207791.99000000005,245286.56,1,2,274024.7587199998
49,187095.52,196733.4,197100.94,2,2,199222.0977999999
49,221795.85,223087.45,206988.38,3,2,217525.47760000025
49,187693.07,159692.40000000002,60059.89,4,2,16851.817345976375
52,37448.12,47437.78,52904.29,1,2,59493.72984
52,53183.57,48967.3,48312.85,2,2,50398.192119999985
52,52443.63,54714.39,45139.83,3,2,39855.115679999995
52,67635.64000000001,69906.94,15123.079999999998,4,2,2579.955666206472
54,2365.0,883.4799999999997,707.1799999999997,1,2,438.80975999999964
54,3380.0,313.44000000000005,565.64,2,2,490.76163144000003
54,2387.9700000000007,779.24,218.62,3,2,186.88296479999966
54,1718.4,745.9799999999998,147.44,4,2,41.2408981485714
55,142684.61,155049.41,143637.01,1,2,164590.56355999986
55,155823.4,125059.46,113726.28,2,2,115698.62680000022
55,143071.45,127590.13999999998,106437.97999999998,3,2,100702.81428000014
55,330956.15,283771.53,39815.15,4,2,4339.734626321911
56,47321.23,80943.01000000001,84442.3,1,2,97884.72679999981
56,170985.83000000002,124952.56,130663.75,2,2,142217.71356000012
56,25750.82,18483.81,20434.72,3,2,20680.36071999998
56,42935.890000000014,38631.77,7406.799999999998,4,2,1951.9843097969501
58,200044.82,218431.0,276611.0,1,2,339181.17031999974
58,285514.0,222909.97,235655.0,2,2,257391.9637199997
58,335384.0,270532.44,267549.0,3,2,262117.72176
58,300018.0,366573.5,111010.0,4,2,23585.20314032725
59,12003.36,9019.839999999998,6005.46,1,2,5217.622680000001
59,14563.899999999998,5388.709999999999,4401.6,2,2,4958.969680000002
59,12755.91,5035.71,4573.890000000001,3,2,4841.808720000001
59,87697.66,36333.03,1208.37,4,2,1180.6042342960002
60,0.0,1641.7999999999995,3542.0,1,2,4199.279600000005
60,28.0,2990.2,3860.0,2,2,3953.0788000000057
60,79.8,3176.8,3951.0,3,2,18297.064239999992
60,457.4,3586.6,1278.0,4,2,314.35232793644457
67,121580.49,140408.82,150750.84,1,2,164791.09379999994
67,206004.85,190021.69,195691.84000000003,2,2,197217.5038799999
67,123360.52,119699.90999999995,117951.91,3,2,112747.84528000004
67,175432.99,151348.06999999998,41659.62,4,2,2433.274903656764
71,47726.14,60873.66000000001,76950.39999999997,1,2,85603.03460000003
71,47447.28,48671.52,55589.89000000001,2,2,57706.976720000144
71,54193.95,64102.76,64721.47,3,2,62730.35608000006
71,61129.42000000001,65189.62999999999,16153.02,4,2,2252.0009343958072
72,707803.1,995788.6999999998,1048433.23,1,2,1117443.8690000004
72,734462.5499999998,761176.5200000001,760898.9,2,2,756083.3082800014
72,814924.96,783606.2300000002,836232.7000000002,3,2,831542.8584399986
72,1410847.0099999998,1333077.88,241666.24,4,2,58824.4776513947
74,159159.05000000002,217890.4,237310.14000000004,1,2,266861.00740000006
74,215305.54,192021.38,206910.92,2,2,239156.20120000024
74,235241.12,224203.32,218989.87,3,2,214850.66756000006
74,244764.11,217081.49,60178.72,4,2,16941.18515436037
78,24.0,0.0,45.64,1,2,1212.035000000003
78,0.0,30.0,6.0,3,2,63.17822389333323
79,303768.33,414591.81,420542.84,1,2,466743.8972000002
79,438287.7,417903.42,412165.33,2,2,415867.5138799997
79,432188.88,438723.35,415160.39,3,2,408836.4092800001
79,450390.3000000001,410410.82,130417.7,4,2,36263.522799713355
80,215586.42,312723.57,337109.74999999994,1,2,344571.98703999975
80,347229.55,326435.26,340595.91,2,2,364350.5927999995
80,341165.55,360626.65,335371.41,3,2,315919.73459999944
80,369390.21,333985.83,103682.01,4,2,27775.86956137066
81,249800.08,383503.77,402806.03,1,2,433896.75572000036
81,419127.05,395940.82,427463.36,2,2,459148.29748000007
81,409531.38000000006,404532.58,405639.23,3,2,400151.88372000004
81,433021.49,382302.11,119401.35,4,2,31217.009631717287
82,168029.98,268055.43000000005,288095.81999999995,1,2,344139.19248000043
82,277798.19,287566.28,315048.46,2,2,320699.7517599998
82,261328.78000000003,297012.29,323217.96,3,2,304034.71835999994
82,473842.13,464908.7700000001,99650.17,4,2,30880.925578615996
83,55403.95,72330.32,83801.51999999999,1,2,94514.57447999994
83,76551.97,74655.62,78020.37,2,2,87119.90852000001
83,70212.94,77190.13999999997,76065.35,3,2,77538.66043999995
83,69096.27,60636.49000000001,22667.97,4,2,2502.156165438849
85,34468.10000000001,41686.96,36441.38,1,2,37842.943000000014
85,55327.44,49769.12,42518.76,2,2,44075.934120000005
85,52560.68,46067.56000000001,37770.80000000002,3,2,42880.43260000001
85,66381.18999999999,51299.08,10811.05,4,2,3640.6093584377168
87,227632.16,272458.71,374469.51000000007,1,2,412859.53571999975
87,290768.82,276254.49,306649.76,2,2,326499.93087999994
87,358900.98,315881.97,310400.75999999995,3,2,308446.88711999985
87,364628.20000000007,357514.43,109857.18,4,2,28280.38241038663
90,789210.74,1159112.37,1305771.86,1,2,1379376.8441999992
90,1188747.09,1203291.4,1276254.7200000002,2,2,1273123.0628800022
90,1229930.7799999998,1335500.49,1291488.07,3,2,1179480.2350799995
90,1373321.86,1389559.42,416261.01,4,2,124954.5306813128
91,671489.4199999999,983331.3,1063448.39,1,2,1141529.0193200007
91,1066540.59,1017843.91,1054514.9,2,2,1087094.3112000008
91,1056100.37,1106645.68,1066824.72,3,2,971377.2789599991
91,1097386.65,1017633.84,325524.62,4,2,96087.05178956002
92,1324284.7600000002,1993655.01,2229837.29,1,2,2244346.8210800053
92,1978583.45,1965506.08,2152241.31,2,2,2177753.5930400044
92,1957657.21,2143397.4000000004,2200432.0,3,2,2091980.082640003
92,2470373.57,2425112.26,731072.69,4,2,222612.0379076161
93,495439.43,849379.3800000001,933736.98,1,2,1016958.4357599991
93,847690.89,913253.84,996334.0600000002,2,2,1072149.6584000012
93,836001.32,959148.24,1004406.32,3,2,982322.0824399987
93,986699.94,958388.65,312743.67,4,2,83221.0293062319
94,564415.64,827214.5499999998,900160.8999999998,1,2,922382.7679600012
94,954192.3,973377.0699999998,982606.58,2,2,1012163.8298400022
94,900955.0600000002,980634.81,942116.3,3,2,895178.3704799988
94,867972.05,829445.96,289578.95,4,2,84030.60644390008
95,1110042.63,1630343.7900000003,1783025.17,1,2,1801302.3378399997
95,1979281.53,1823010.57,1982884.8,2,2,2099032.1642
95,1937781.29,2025988.2,1970530.5500000003,3,2,2005743.6207200042
95,1935317.64,1772806.73,582178.6199999999,4,2,185169.1589924388
96,235909.58,356942.37,399613.9099999999,1,2,448518.6291599997
96,464948.82,435946.8500000001,517163.64,2,2,570182.9663599991
96,466175.76,475107.94000000006,486248.09,3,2,475841.2708399998
96,501763.31,419021.92,148783.94,4,2,44752.47173143312
97,307106.05999999994,478247.51000000007,519831.28,1,2,539548.0668800004
97,517596.1,531946.0,541349.1299999999,2,2,555343.4443599993
97,533007.02,578403.17,540385.14,3,2,513744.27835999976
97,575876.8800000001,524101.87000000005,171850.02,4,2,53915.42553087014
98,122885.85,162124.62000000002,172756.89,1,2,192776.23267999987
98,196122.60000000003,176872.05999999997,174410.78,2,2,190636.5728399999
98,170150.55,175995.35999999996,165469.03,3,2,162770.56960000008
98,229013.05,202077.81,59183.72,4,2,18268.422598673507
99,0.0,530.0,3170.0,1,2,10993.912200000019
99,22.64,265.0,1381.1799999999996,2,2,5318.807407679999
99,0.0,840.0,320.85,3,2,2424.7313627999943
99,-147.0,12960.0,645.0,4,2,2562.0728859439964
1,55563.86,86246.95999999999,121663.56,1,3,128948.15016000015
1,74099.81999999999,88608.89000000001,104445.61999999998,2,3,114138.55723999992
1,57637.06999999999,74791.0,96025.41000000002,3,3,94743.98788000007
1,117893.11,127991.09,43026.42,4,3,4250.492354432002
2,123708.4,194208.7,240420.6,1,3,298830.2664800002
2,196858.89,207832.63,251804.44,2,3,285991.1431599996
2,193902.67000000004,239045.3300000001,249576.20000000004,3,3,241399.77759999986
2,209910.24,223723.27,77382.55,4,3,16680.41486540265
3,33977.759999999995,51715.97,66780.36,1,3,68828.86608
3,42870.78,48700.05,64209.18,2,3,66282.58083999998
3,95278.57,118111.54,129700.31,3,3,136032.78444000005
3,56252.57,59876.99,20355.93,4,3,5802.060375750846
4,62247.57999999999,100806.83,117269.39,1,3,136810.71248
4,99028.94,101813.94999999998,120148.11000000002,2,3,134608.62363999995
4,101453.85,115612.55000000002,122027.26,3,3,119024.55403999983
4,114219.17,114040.6,37420.44,4,3,6287.138345178674
5,90371.82,132016.32,191431.8,1,3,220074.17444000035
5,99549.86000000002,108393.12999999998,166432.78000000006,2,3,203299.53620000015
5,78812.01,126043.02,168320.0,3,3,159308.92492000022
5,209692.59000000003,241979.73000000004,59394.36,4,3,12272.470889370672
6,16740.89,24833.19,21631.01,1,3,25609.455999999995
6,23849.04,21543.15,24679.26000000001,2,3,26487.478160000013
6,16847.67,21760.11,21361.45,3,3,23680.70015999999
6,48471.61,39070.63,6986.880000000001,4,3,4720.1765382480025
7,65196.82,90513.69,108000.19,1,3,126822.04411999992
7,105901.67,123118.97,136464.83,2,3,160349.08536000003
7,90068.99,110017.59,115418.30999999998,3,3,118316.07860000024
7,232496.0,218323.79,40820.0,4,3,5774.470789749335
8,69218.81,99986.51,115493.86,1,3,134231.91012000007
8,109189.45999999998,105793.32,118385.13,2,3,133238.07315999994
8,99173.55,106996.41,110545.88,3,3,112705.67164
8,112108.96,106809.98,34664.48,4,3,6652.589605506672
9,46672.01,90008.47,126729.57,1,3,151955.33943999978
9,86692.49,97441.49,142636.66,2,3,164698.65883999984
9,87538.00000000001,124982.3,151353.26,3,3,156900.01532000006
9,143049.0,150249.34,48514.51,4,3,4090.020318095239
10,79291.91,118049.47,169425.62,1,3,191592.9446399999
10,108244.39,132882.95,174034.22999999998,2,3,191934.6384800003
10,115654.71,158963.25999999998,172008.18,3,3,160640.9192800001
10,127340.06000000006,145944.59,52848.64,4,3,4279.204250924572
11,42084.83,73056.17000000001,103200.59,1,3,118738.86799999997
11,103938.17,159884.18999999994,208511.86000000004,2,3,244828.95739999984
11,81084.01000000001,116275.72999999998,122933.43,3,3,118203.0269999999
11,93544.13,113599.88,36701.72,4,3,6418.1840895405785
12,20530.41,25034.72,32257.950000000004,1,3,37447.473999999995
12,30575.02,33479.76,35104.810000000005,2,3,34895.82964000003
12,28383.24,32558.12000000001,36789.710000000014,3,3,36979.98559999996
12,29210.92,27012.6,9917.97,4,3,2591.397311934856
13,86682.44,133754.44,155971.49999999994,1,3,175853.10572000055
13,144444.69,139286.55,163148.07,2,3,181224.30864000006
13,145203.0,155575.02,156132.81,3,3,149879.44535999987
13,157634.26,135945.88,51139.16,4,3,4222.821672524571
14,37049.93,52167.58000000001,64057.03999999999,1,3,79260.82031999997
14,49092.55,46298.68000000001,62967.8,2,3,66526.23415999996
14,52590.67,54481.77999999999,62025.01,3,3,62602.528160000096
14,84501.81,77476.4,18901.56,4,3,6388.751388465126
16,68573.68000000001,78522.54,132760.06,1,3,162500.58332000006
16,150009.87,141018.26999999993,180849.83,2,3,195606.5300400001
16,91084.65999999996,97463.18000000002,89024.72000000002,3,3,85435.7024000001
16,42780.16,38268.62,15278.68,4,3,1664.66299685981
17,25254.48,32794.029999999984,36081.27,1,3,46572.546320000074
17,30852.620000000006,31571.92,31065.84,2,3,32522.79003999996
17,31906.19,31093.31,32695.25,3,3,34126.98839999999
17,41876.16,40233.31000000001,11266.17,4,3,1909.1316183299064
18,19471.68,12105.580000000002,23110.16,1,3,24881.00464
18,13070.63,9332.479999999998,5962.83,2,3,7185.708399999989
18,2897.2,3825.27,4539.43,3,3,5800.298480000003
18,120164.57,110626.76,15371.35,4,3,2661.7741051024723
19,8139.01,12055.079999999998,6773.39,1,3,9236.633719999989
19,9415.8,5040.440000000001,7382.46,2,3,9067.502279999988
19,10029.91,11889.28,8010.73,3,3,10392.62236000001
19,13497.489999999998,9656.17,2688.02,4,3,966.7776663363807
20,11714.52,15997.43,30224.49,1,3,34772.691159999995
20,20001.83,21422.57,28091.06,2,3,31945.045799999993
20,16449.899999999998,20482.49,27066.22,3,3,28651.16376000003
20,19105.82,22371.32,7626.84,4,3,1819.5361995706644
21,9562.07,13195.89,17080.27,1,3,21548.967040000018
21,14118.96,14530.43,18792.980000000003,2,3,20322.07008
21,14116.57,17040.97,17584.280000000002,3,3,16756.257200000007
21,17294.089999999997,19097.529999999995,5553.700000000002,4,3,818.5737967020951
22,25825.08,35986.310000000005,51527.38,1,3,58690.96963999984
22,25818.13,29238.97,42323.27,2,3,42638.88623999997
22,28904.66,37774.65,50233.89,3,3,49082.27724
22,47876.85999999999,50449.65,17594.24,4,3,6345.985933503227
23,67090.76999999999,109765.74000000002,146995.18,1,3,158827.70316000006
23,106054.33,136041.92,186066.28000000003,2,3,197265.32595999978
23,100171.65,145322.63,170666.68999999994,3,3,157087.5297600001
23,149179.21,183541.94,59709.86,4,3,17254.910108451797
24,18398.01,30160.15,33829.04,1,3,43018.6308
24,22673.69,27143.92,28216.12,2,3,31485.923999999977
24,35568.76999999998,49930.76000000001,49507.66999999999,3,3,47802.88127999996
24,37653.08,51090.25000000001,11027.25,4,3,3718.2669479961933
25,33400.0,43612.71,63751.45,1,3,72527.88459999995
25,52610.37,57213.48000000001,70869.25,2,3,75408.96815999997
25,39915.539999999986,55595.95,58418.69,3,3,54176.449279999964
25,49492.01000000001,65343.7,19020.91,4,3,6145.595529019794
26,29435.07000000001,30070.42,39958.36,1,3,44642.29740000002
26,33723.8,30005.99,33808.759999999995,2,3,32699.67459999996
26,27911.01,31712.740000000005,27475.48,3,3,28277.512720000042
26,58070.5,52457.64,12927.5,4,3,2543.461179374474
27,5261.25,7234.270000000001,7611.169999999999,1,3,8010.588799999999
27,4483.5,4109.3600000000015,5767.28,2,3,6690.84767999999
27,6093.340000000001,4678.22,5964.78,3,3,7473.557320000007
27,10398.5,7949.35,1976.67,4,3,605.7648943611429
28,1835.77,2681.75,2535.78,1,3,2262.6797999999994
28,2166.96,1694.9,1654.52,2,3,2256.641960000002
28,1567.6,1402.22,1174.27,3,3,1174.6021670800005
28,3598.0,2955.49,595.1600000000002,4,3,1313.313855701714
29,12976.44,17869.440000000002,18023.570000000003,1,3,23389.334199999983
29,20422.38,16118.3,16319.250000000002,2,3,17515.348840000013
29,20644.640000000007,16157.96,18789.11,3,3,17252.730240000004
29,29498.38,25451.050000000007,4718.26,4,3,682.2432550213333
30,11873.420000000002,13337.46,20563.09,1,3,21232.38560000002
30,18434.079999999994,16445.66,19470.7,2,3,18919.466360000006
30,13544.08,15892.78,18927.84,3,3,17174.578479999996
30,10018.48,14613.87,4760.1,4,3,677.6938076613333
31,6578.56,9704.86,10531.65,1,3,11525.02752
31,6305.72,8363.0,8423.99,2,3,8180.479919999999
31,16588.4,14805.660000000005,16796.39,3,3,18500.786239999998
31,10925.97,13207.400000000005,3390.39,4,3,1894.2306997302885
32,39312.71,50250.45,67228.41,1,3,66444.2163599998
32,39646.47,50909.69,65558.79,2,3,68036.47279999996
32,35811.6,40847.57,45984.6,3,3,45698.28740000005
32,73116.34999999999,87720.70000000001,17956.54,4,3,6221.763087410656
33,24261.4,34225.79,42047.07,1,3,42211.29608000006
33,35322.01,33567.29,39082.75,2,3,36562.764079999986
33,38304.97,44330.66,54832.11,3,3,50626.846240000064
33,48586.81999999999,53277.05000000001,13788.26,4,3,2515.636917867807
34,40119.680000000015,57759.29,67645.5,1,3,73253.79855999986
34,58905.49000000001,61002.88,75131.37000000001,2,3,81456.43480000003
34,41406.3,54634.50000000001,49152.8,3,3,45492.979960000004
34,61249.01,71169.96999999999,16723.050000000007,4,3,3476.4046889504725
35,12565.0,20008.03,21428.89,1,3,30019.298799999997
35,19814.0,21180.03,20219.9,2,3,20637.694119999993
35,16148.0,19369.119999999995,10301.65,3,3,9791.832080000017
35,21311.0,20334.68,3143.2500000000005,4,3,4633.118506378667
36,2723.5,6640.0,2515.19,1,3,3692.409280000003
36,11253.0,13630.5,10284.0,2,3,10160.892520000012
36,8376.5,7300.48,2290.7900000000004,3,3,3141.313559999999
36,11585.0,10736.069999999998,1709.55,4,3,664.1674620826669
38,1037034.0,1518943.9900000002,1225084.82,1,3,1270880.7161200007
38,1587396.2499999998,1417691.52,1200026.3299999998,2,3,1240198.7806000009
38,1636920.95,1427751.4200000004,1133424.51,3,3,968831.8649999995
38,1691824.45,1283725.5,369742.33,4,3,112272.44245416265
40,151038.0,236543.81,272368.97000000003,1,3,329919.11755999963
40,216625.33,214774.49,252639.94000000003,2,3,280829.16707999946
40,206288.91,232642.51,249075.24,3,3,241818.63663999984
40,245272.92,244049.17,81725.19,4,3,20083.69846770665
41,4099.709999999999,7455.42,7109.710000000001,1,3,11827.957360000002
41,5129.250000000001,5026.21,4134.049999999998,2,3,5515.061880000004
41,12876.99,6741.5,5352.29,3,3,5621.40312
41,19317.26,12676.77,2577.82,4,3,2296.425103950098
42,29544.14,54638.25000000002,64734.05999999999,1,3,73364.0248
42,45252.47,58097.46,66646.72,2,3,66994.32195999996
42,50178.55,55901.04000000001,67739.81,3,3,65456.37439999991
42,60524.32,59061.83,20162.4,4,3,5828.823363552747
44,13136.260000000002,21404.62,29813.8,1,3,32129.595560000027
44,18750.65,28366.46,32577.95,2,3,31600.250360000005
44,20025.01,32917.789999999986,29884.31,3,3,31097.539479999992
44,29891.14,36982.62,11362.45,4,3,1668.4311852731453
46,44910.83,69283.01,80258.43999999999,1,3,89578.65115999994
46,68725.18000000001,78314.98,83805.32999999999,2,3,84991.95091999997
46,59553.84,80219.73999999999,78163.83,3,3,81388.96119999992
46,106687.1,109714.24000000002,23997.59,4,3,7902.1292612034285
